Лаб. № пробы,Наименование выработки,"Глубина отбора образца, м",Наименование грунта,№ ИГЭ/РГЭ,rs,r,rd,n,e,W,Sr,WL,WP,Ip,IL,Ir,Е50,E,Мю,Cu,Цикл промораживания,Kd,Cud
6-9,6,11.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
6-9,6,11.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
6-9,6,11.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
6-9,6,11.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
7-1,7,0.8,Суглинок полутвёрдый,58г_2а,2.72,2.1,1.75,35.5,0.55,19.9,0.98,27.4,17.8,9.6,0.22,,17.0,17.0,0.3,0.104,0,0.76,0.007
7-1,7,0.8,Суглинок полутвёрдый,58г_2а,2.72,2.06,1.68,38.2,0.62,22.6,0.99,27.4,17.8,9.6,0.5,,13.3,14.4,0.34,0.067,3,0.76,0.007
7-1,7,0.8,Суглинок полутвёрдый,58г_2а,2.72,1.99,1.59,41.7,0.71,25.4,0.97,27.4,17.8,9.6,0.79,,5.8,6.0,0.46,0.016,5,0.76,0.007
7-1,7,0.8,Суглинок полутвёрдый,58г_2а,2.72,1.97,1.56,42.7,0.74,26.3,0.96,27.4,17.8,9.6,0.89,,5.7,6.2,0.44,0.016,10,0.76,0.007
7-1,7,0.8,Суглинок полутвёрдый,58г_2а,2.72,1.98,1.56,42.6,0.74,27.1,0.99,27.4,17.8,9.6,0.97,,4.4,5.0,0.4,0.012,24,0.76,0.007
7-2,7,1.8,Суглинок полутвёрдый,58г_2б,2.73,2.02,1.63,40.4,0.68,24.3,0.98,33.2,20.6,12.6,0.29,,11.6,11.6,0.36,0.066,0,,
7-2,7,1.8,Суглинок полутвёрдый,58г_2б,2.73,1.97,1.56,43.0,0.75,26.5,0.96,33.2,20.6,12.6,0.47,,9.8,10.8,0.35,0.058,3,,
7-2,7,1.8,Суглинок полутвёрдый,58г_2б,2.73,1.95,1.52,44.4,0.8,28.5,0.97,33.2,20.6,12.6,0.63,,4.5,5.1,0.38,0.022,5,,
7-2,7,1.8,Суглинок полутвёрдый,58г_2б,2.73,1.96,1.52,44.4,0.8,29.1,1.0,33.2,20.6,12.6,0.67,,4.5,5.1,0.39,0.024,10,,
7-2,7,1.8,Суглинок полутвёрдый,58г_2б,2.73,1.94,1.5,45.0,0.82,29.4,0.98,33.2,20.6,12.6,0.7,,4.7,5.3,0.36,0.02,24,,
7-3,7,3.8,Глина полутвёрдая,58_3б,2.75,1.95,1.5,45.4,0.83,29.7,0.98,45.2,25.7,19.5,0.2,,15.6,15.6,0.37,0.091,0,,
7-3,7,3.8,Глина полутвёрдая,58_3б,2.75,1.85,1.37,50.3,1.01,35.4,0.96,45.2,25.7,19.5,0.5,,8.9,9.8,0.37,0.05,3,,
7-3,7,3.8,Глина полутвёрдая,58_3б,2.75,1.86,1.37,50.1,1.0,35.6,0.97,45.2,25.7,19.5,0.51,,5.5,6.0,0.39,0.024,5,,
7-3,7,3.8,Глина полутвёрдая,58_3б,2.75,1.82,1.31,52.4,1.1,39.0,0.97,45.2,25.7,19.5,0.68,,5.2,5.9,0.4,0.024,10,,
7-3,7,3.8,Глина полутвёрдая,58_3б,2.75,1.82,1.3,52.8,1.12,40.0,0.98,45.2,25.7,19.5,0.73,,5.1,5.8,0.39,0.026,24,,
7-4,7,6.8,Глина твёрдая,58_3б,2.74,1.9,1.44,47.6,0.91,32.5,0.98,59.4,34.2,25.2,-0.07,,,,,,0,0.74,0.025
7-4,7,6.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,3,0.74,0.025
7-4,7,6.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,5,0.74,0.025
7-4,7,6.8,Глина твёрдая,58_3б,2.74,1.74,1.18,57.0,1.33,47.8,0.99,59.4,34.2,25.2,0.54,,,,,,10,0.74,0.025
7-4,7,6.8,Глина твёрдая,58_3б,2.74,1.74,1.17,57.2,1.33,48.4,0.99,59.4,34.2,25.2,0.56,,,,,,24,0.74,0.025
7-5,7,8.8,Глина твёрдая,58_3а,2.71,1.95,1.51,44.4,0.8,29.5,1.0,54.4,31.8,22.6,-0.1,,,,,,0,,
7-5,7,8.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
7-5,7,8.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
7-5,7,8.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
7-5,7,8.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
7-6,7,10.8,Глина твёрдая,58_3а,2.74,1.99,1.57,42.8,0.75,27.3,1.0,48.1,26.8,21.3,0.03,,,,,,0,0.69,0.016
7-6,7,10.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,0.69,0.016
7-6,7,10.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,0.69,0.016
7-6,7,10.8,Глина твёрдая,58_3а,2.74,1.8,1.28,53.3,1.14,40.6,0.98,48.1,26.8,21.3,0.65,,,,,,10,0.69,0.016
7-6,7,10.8,Глина твёрдая,58_3а,2.74,1.8,1.27,53.6,1.15,41.8,0.99,48.1,26.8,21.3,0.7,,,,,,24,0.69,0.016
8-1,8,0.4,Суглинок твёрдый,21а_1с,2.73,2.04,1.65,39.6,0.65,23.7,0.99,37.5,21.2,16.3,0.16,,11.7,11.7,0.3,0.052,0,,
8-1,8,0.4,Суглинок твёрдый,21а_1с,2.73,1.97,1.53,43.8,0.78,28.5,1.0,37.5,21.2,16.3,0.45,,8.7,8.9,0.38,0.044,3,,
8-1,8,0.4,Суглинок твёрдый,21а_1с,2.73,1.89,1.43,47.7,0.91,32.3,0.97,37.5,21.2,16.3,0.68,,4.6,4.9,0.35,0.023,5,,
8-1,8,0.4,Суглинок твёрдый,21а_1с,2.73,1.88,1.39,49.0,0.96,35.0,0.99,37.5,21.2,16.3,0.85,,4.5,4.9,0.4,0.023,10,,
8-1,8,0.4,Суглинок твёрдый,21а_1с,2.73,1.89,1.41,48.3,0.93,34.0,0.99,37.5,21.2,16.3,0.79,,3.7,3.9,0.43,0.02,24,,
8-10,8,13.4,Суглинок тугопластичный,22а_1с_г.д,2.7,2.0,1.59,41.1,0.7,25.6,0.99,34.9,20.4,14.5,0.36,,,,,,0,,
8-10,8,13.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,3,,
8-10,8,13.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,5,,
8-10,8,13.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,10,,
8-10,8,13.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,24,,
8-11,8,7.8,Супесь пластичная,1д_1д.1,2.69,2.03,1.65,38.8,0.63,23.3,0.99,24.8,18.5,6.3,0.77,,5.4,5.4,0.31,0.019,0,0.61,0.006
8-11,8,7.8,Супесь пластичная,1д_1д.1,2.69,2.01,1.62,39.9,0.66,24.3,0.99,24.8,18.5,6.3,0.92,,3.9,4.2,0.3,0.016,3,0.61,0.006
8-11,8,7.8,Супесь пластичная,1д_1д.1,2.69,2.0,1.6,40.5,0.68,24.9,0.99,24.8,18.5,6.3,1.02,,2.6,2.8,0.34,0.008,5,0.61,0.006
8-11,8,7.8,Супесь пластичная,1д_1д.1,2.69,1.99,1.58,41.1,0.7,25.7,0.99,24.8,18.5,6.3,1.14,,2.7,2.8,0.33,0.01,10,0.61,0.006
8-11,8,7.8,Супесь пластичная,1д_1д.1,2.69,2.0,1.59,40.8,0.69,25.4,0.99,24.8,18.5,6.3,1.1,,2.4,2.0,0.34,0.008,24,0.61,0.006
8-12,8,8.8,Супесь пластичная,1д_1д.1,2.7,2.01,1.6,40.7,0.69,25.4,1.0,26.8,20.2,6.6,0.79,,6.2,6.2,0.33,0.02,0,0.69,0.005
8-12,8,8.8,Супесь пластичная,1д_1д.1,2.7,1.97,1.56,42.4,0.74,26.6,0.98,26.8,20.2,6.6,0.97,,3.6,3.9,0.35,0.016,3,0.69,0.005
8-12,8,8.8,Супесь пластичная,1д_1д.1,2.7,1.96,1.54,42.9,0.75,27.1,0.97,26.8,20.2,6.6,1.05,,3.1,3.2,0.36,0.011,5,0.69,0.005
8-12,8,8.8,Супесь пластичная,1д_1д.1,2.7,1.94,1.52,43.8,0.78,27.8,0.96,26.8,20.2,6.6,1.15,,3.0,3.5,0.34,0.01,10,0.69,0.005
8-12,8,8.8,Супесь пластичная,1д_1д.1,2.7,1.97,1.54,42.8,0.75,27.5,0.99,26.8,20.2,6.6,1.11,,2.9,2.2,0.36,0.007,24,0.69,0.005
8-2,8,0.8,Суглинок твёрдый,21а_1с,2.74,2.01,1.6,41.8,0.72,25.6,0.98,37.3,21.6,15.7,0.26,,9.4,9.4,0.37,0.044,0,,
8-2,8,0.8,Суглинок твёрдый,21а_1с,2.74,1.92,1.47,46.4,0.87,30.7,0.97,37.3,21.6,15.7,0.58,,6.6,6.9,0.38,0.034,3,,
8-2,8,0.8,Суглинок твёрдый,21а_1с,2.74,1.88,1.4,48.8,0.95,34.0,0.98,37.3,21.6,15.7,0.79,,2.6,3.0,0.42,0.02,5,,
8-2,8,0.8,Суглинок твёрдый,21а_1с,2.74,1.88,1.39,49.2,0.97,35.1,0.99,37.3,21.6,15.7,0.86,,2.5,2.8,0.38,0.02,10,,
8-2,8,0.8,Суглинок твёрдый,21а_1с,2.74,1.86,1.37,50.1,1.01,36.0,0.98,37.3,21.6,15.7,0.92,,2.1,2.2,0.42,0.015,24,,
8-3,8,3.8,Суглинок твёрдый,21а_1с,2.72,2.08,1.72,36.8,0.58,20.7,0.97,27.4,17.9,9.5,0.3,,,,,,0,0.65,0.012
8-3,8,3.8,Суглинок твёрдый,21а_1с,,,,,,,,,,,,,,,,,3,0.65,0.012
8-3,8,3.8,Суглинок твёрдый,21а_1с,,,,,,,,,,,,,,,,,5,0.65,0.012
8-3,8,3.8,Суглинок твёрдый,21а_1с,2.72,1.99,1.58,42.0,0.72,26.2,0.98,27.4,17.9,9.5,0.87,,,,,,10,0.65,0.012
8-3,8,3.8,Суглинок твёрдый,21а_1с,2.72,1.97,1.56,42.8,0.75,26.9,0.98,27.4,17.9,9.5,0.95,,,,,,24,0.65,0.012
8-4,8,5.8,Суглинок полутвёрдый,21а_1с,2.7,2.08,1.73,36.1,0.56,20.7,0.99,25.9,17.8,8.1,0.36,,,,,,0,0.68,0.016
8-4,8,5.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,0.68,0.016
8-4,8,5.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,0.68,0.016
8-4,8,5.8,Суглинок полутвёрдый,21а_1с,2.7,1.98,1.58,41.6,0.71,25.6,0.97,25.9,17.8,8.1,0.96,,,,,,10,0.68,0.016
8-4,8,5.8,Суглинок полутвёрдый,21а_1с,2.7,1.97,1.56,42.3,0.73,26.8,0.98,25.9,17.8,8.1,1.11,,,,,,24,0.68,0.016
8-5,8,6.8,Суглинок тугопластичный,22а_1с_г.д,2.72,2.05,1.67,38.8,0.63,23.0,0.99,27.8,18.5,9.3,0.49,,,,,,0,0.75,0.01
8-5,8,6.8,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,3,0.75,0.01
8-5,8,6.8,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,5,0.75,0.01
8-5,8,6.8,Суглинок тугопластичный,22а_1с_г.д,2.72,1.99,1.57,42.3,0.73,26.9,1.0,27.8,18.5,9.3,0.9,,,,,,10,0.75,0.01
8-5,8,6.8,Суглинок тугопластичный,22а_1с_г.д,2.72,1.97,1.54,43.3,0.76,27.5,0.98,27.8,18.5,9.3,0.97,,,,,,24,0.75,0.01
8-6,8,7.4,Суглинок тугопластичный,22а_1с_г.д,2.71,2.07,1.69,37.6,0.6,22.2,1.0,26.0,17.6,8.4,0.55,,,,,,0,0.62,0.01
8-6,8,7.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,3,0.62,0.01
8-6,8,7.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,5,0.62,0.01
8-6,8,7.4,Суглинок тугопластичный,22а_1с_г.д,2.71,1.98,1.57,42.0,0.72,26.0,0.97,26.0,17.6,8.4,1.0,,,,,,10,0.62,0.01
8-6,8,7.4,Суглинок тугопластичный,22а_1с_г.д,2.71,1.98,1.57,42.1,0.73,26.4,0.98,26.0,17.6,8.4,1.05,,,,,,24,0.62,0.01
8-7,8,8.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,0,,
8-7,8,8.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
8-7,8,8.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
8-7,8,8.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
8-7,8,8.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
8-8,8,9.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,0,,
8-8,8,9.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
8-8,8,9.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
8-8,8,9.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
8-8,8,9.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
8-9,8,10.4,Суглинок тугопластичный,22а_1с_г.д,2.73,2.07,1.7,37.7,0.6,21.9,0.99,26.4,17.3,9.1,0.51,,,,,,0,,
8-9,8,10.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,3,,
8-9,8,10.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,5,,
8-9,8,10.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,10,,
8-9,8,10.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,24,,
9-1,9,0.4,Глина полутвёрдая,25_1,2.73,1.96,1.53,43.9,0.78,27.8,0.97,49.2,25.4,23.8,0.1,,14.7,14.7,0.31,0.068,0,,
9-1,9,0.4,Глина полутвёрдая,25_1,2.73,1.92,1.46,46.5,0.87,31.4,0.99,49.2,25.4,23.8,0.25,,12.9,13.7,0.31,0.056,3,,
9-1,9,0.4,Глина полутвёрдая,25_1,2.73,1.88,1.4,48.7,0.95,34.2,0.98,49.2,25.4,23.8,0.37,,8.3,9.4,0.41,0.035,5,,
9-1,9,0.4,Глина полутвёрдая,25_1,2.73,1.86,1.38,49.5,0.98,35.0,0.97,49.2,25.4,23.8,0.4,,8.4,9.0,0.37,0.036,10,,
9-1,9,0.4,Глина полутвёрдая,25_1,2.73,1.87,1.38,49.6,0.98,35.8,0.99,49.2,25.4,23.8,0.44,,7.5,7.8,0.41,0.03,24,,
9-10,9,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
9-10,9,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
9-10,9,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
9-10,9,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
9-10,9,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
9-11,9,21.8,Суглинок мягкопластичный,58г_2г.д,2.73,1.86,1.38,49.3,0.97,34.2,0.96,38.9,22.6,16.3,0.71,,,,,,0,,
9-11,9,21.8,Суглинок мягкопластичный,58г_2г.д,,,,,,,,,,,,,,,,,3,,
9-11,9,21.8,Суглинок мягкопластичный,58г_2г.д,,,,,,,,,,,,,,,,,5,,
9-11,9,21.8,Суглинок мягкопластичный,58г_2г.д,,,,,,,,,,,,,,,,,10,,
9-11,9,21.8,Суглинок мягкопластичный,58г_2г.д,,,,,,,,,,,,,,,,,24,,
9-12,9,24.4,Суглинок тугопластичный,58г_2г.д,2.74,1.97,1.55,43.5,0.77,27.6,0.98,35.6,20.0,15.6,0.49,,,,,,0,,
9-12,9,24.4,Суглинок тугопластичный,58г_2г.д,,,,,,,,,,,,,,,,,3,,
9-12,9,24.4,Суглинок тугопластичный,58г_2г.д,,,,,,,,,,,,,,,,,5,,
9-12,9,24.4,Суглинок тугопластичный,58г_2г.д,,,,,,,,,,,,,,,,,10,,
9-12,9,24.4,Суглинок тугопластичный,58г_2г.д,,,,,,,,,,,,,,,,,24,,
9-13,9,29.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,0,,
9-13,9,29.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,3,,
9-13,9,29.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,5,,
9-13,9,29.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,10,,
9-13,9,29.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,24,,
9-14,9,34.8,Глина тяжелая твёрдая,58_3б.1,2.72,1.81,1.31,51.8,1.07,38.3,0.97,64.5,36.4,28.1,0.07,,,,,,0,,
9-14,9,34.8,Глина тяжелая твёрдая,58_3б.1,,,,,,,,,,,,,,,,,3,,
9-14,9,34.8,Глина тяжелая твёрдая,58_3б.1,,,,,,,,,,,,,,,,,5,,
9-14,9,34.8,Глина тяжелая твёрдая,58_3б.1,,,,,,,,,,,,,,,,,10,,
9-14,9,34.8,Глина тяжелая твёрдая,58_3б.1,,,,,,,,,,,,,,,,,24,,
9-15,9,24.8,Суглинок тугопластичный,58г_2г.д,2.73,1.98,1.56,42.9,0.75,27.3,0.99,35.6,20.2,15.4,0.46,,,,,,0,0.71,0.012
9-15,9,24.8,Суглинок тугопластичный,58г_2г.д,,,,,,,,,,,,,,,,,3,0.71,0.012
9-15,9,24.8,Суглинок тугопластичный,58г_2г.д,,,,,,,,,,,,,,,,,5,0.71,0.012
9-15,9,24.8,Суглинок тугопластичный,58г_2г.д,2.73,1.89,1.42,48.0,0.92,33.1,0.98,35.6,20.2,15.4,0.84,,,,,,10,0.71,0.012
9-15,9,24.8,Суглинок тугопластичный,58г_2г.д,2.73,1.9,1.43,47.5,0.91,32.8,0.99,35.6,20.2,15.4,0.82,,,,,,24,0.71,0.012
9-2,9,0.8,Глина твёрдая,25_1,2.73,1.96,1.52,44.5,0.8,29.0,0.99,56.3,31.2,25.1,-0.09,,17.6,17.6,0.24,0.082,0,,
9-2,9,0.8,Глина твёрдая,25_1,2.73,1.89,1.41,48.2,0.93,33.7,0.99,56.3,31.2,25.1,0.1,,15.8,17.6,0.34,0.066,3,,
9-2,9,0.8,Глина твёрдая,25_1,2.73,1.83,1.33,51.2,1.05,37.3,0.97,56.3,31.2,25.1,0.24,,9.1,9.7,0.36,0.042,5,,
9-2,9,0.8,Глина твёрдая,25_1,2.73,1.82,1.3,52.4,1.1,40.1,0.99,56.3,31.2,25.1,0.35,,9.2,10.8,0.37,0.038,10,,
9-2,9,0.8,Глина твёрдая,25_1,2.73,1.83,1.31,52.1,1.09,39.4,0.99,56.3,31.2,25.1,0.33,,9.5,11.1,0.39,0.032,24,,
9-3,9,5.4,Глина полутвёрдая,25_1,2.69,1.9,1.45,46.2,0.86,31.6,0.99,55.2,29.5,25.7,0.08,,,,,,0,0.83,0.028
9-3,9,5.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,3,0.83,0.028
9-3,9,5.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,5,0.83,0.028
9-3,9,5.4,Глина полутвёрдая,25_1,2.69,1.79,1.27,52.7,1.11,40.6,0.98,55.2,29.5,25.7,0.43,,,,,,10,0.83,0.028
9-3,9,5.4,Глина полутвёрдая,25_1,2.69,1.78,1.26,53.2,1.14,41.8,0.99,55.2,29.5,25.7,0.48,,,,,,24,0.83,0.028
9-4,9,5.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,0,,
9-4,9,5.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,3,,
9-4,9,5.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,5,,
9-4,9,5.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,10,,
9-4,9,5.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,24,,
9-5,9,6.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,0,,
9-5,9,6.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,3,,
9-5,9,6.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,5,,
9-5,9,6.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,10,,
9-5,9,6.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,24,,
9-6,9,8.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,0,,
9-6,9,8.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,3,,
9-6,9,8.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,5,,
9-6,9,8.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,10,,
9-6,9,8.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,24,,
9-7,9,9.4,Суглинок полутвёрдый,21а_1с,2.68,2.03,1.65,38.5,0.63,23.3,1.0,37.5,21.7,15.8,0.1,,,,,,0,,
9-7,9,9.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
9-7,9,9.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
9-7,9,9.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
9-7,9,9.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
9-8,9,12.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,0,,
9-8,9,12.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,3,,
9-8,9,12.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,5,,
9-8,9,12.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,10,,
9-8,9,12.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,24,,
9-9,9,13.4,Суглинок тугопластичный,22а_1с_г.д,2.72,1.98,1.55,42.9,0.75,27.4,0.99,32.9,18.8,14.1,0.61,,,,,,0,,
9-9,9,13.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,3,,
9-9,9,13.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,5,,
9-9,9,13.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,10,,
9-9,9,13.4,Суглинок тугопластичный,22а_1с_г.д,,,,,,,,,,,,,,,,,24,,
Шурф 1-1,Шурф 1,0.1,Суглинок твёрдый,б,,,,,,,,,,,,,,,,,0,,
Шурф 1-1,Шурф 1,0.1,Суглинок твёрдый,б,,,,,,,,,,,,,,,,,3,,
Шурф 1-1,Шурф 1,0.1,Суглинок твёрдый,б,,,,,,,,,,,,,,,,,5,,
Шурф 1-1,Шурф 1,0.1,Суглинок твёрдый,б,,,,,,,,,,,,,,,,,10,,
Шурф 1-1,Шурф 1,0.1,Суглинок твёрдый,б,,,,,,,,,,,,,,,,,24,,
Шурф 1-2,Шурф 1,0.2,Суглинок твёрдый,б,2.66,1.83,1.35,49.3,0.97,35.7,0.98,39.6,23.1,16.5,0.76,,4.1,4.1,0.39,0.022,0,0.54,0.002
Шурф 1-2,Шурф 1,0.2,Суглинок твёрдый,б,2.66,1.8,1.29,51.5,1.06,39.4,0.99,39.6,23.1,16.5,0.99,,3.2,3.6,0.39,0.014,3,0.54,0.002
Шурф 1-2,Шурф 1,0.2,Суглинок твёрдый,б,2.66,1.77,1.26,52.6,1.11,40.3,0.97,39.6,23.1,16.5,1.04,,1.7,1.8,0.45,0.008,5,0.54,0.002
Шурф 1-2,Шурф 1,0.2,Суглинок твёрдый,б,2.66,1.76,1.24,53.3,1.14,41.7,0.97,39.6,23.1,16.5,1.13,,1.8,1.9,0.41,0.008,10,0.54,0.002
Шурф 1-2,Шурф 1,0.2,Суглинок твёрдый,б,2.66,1.76,1.24,53.5,1.15,42.4,0.98,39.6,23.1,16.5,1.17,,0.9,1.0,0.45,0.005,24,0.54,0.002
Шурф 1-3,Шурф 1,0.3,Суглинок тяжелый пылеватый твёрдый,б,2.65,1.82,1.34,49.5,0.98,36.1,0.97,38.5,22.8,15.7,0.85,,3.6,3.6,0.45,0.016,0,0.56,0.002
Шурф 1-3,Шурф 1,0.3,Суглинок тяжелый пылеватый твёрдый,б,2.65,1.79,1.28,51.6,1.07,39.5,0.98,38.5,22.8,15.7,1.06,,2.9,3.1,0.45,0.014,3,0.56,0.002
Шурф 1-3,Шурф 1,0.3,Суглинок тяжелый пылеватый твёрдый,б,2.65,1.78,1.28,51.8,1.07,39.3,0.97,38.5,22.8,15.7,1.05,,1.5,1.6,0.4,0.006,5,0.56,0.002
Шурф 1-3,Шурф 1,0.3,Суглинок тяжелый пылеватый твёрдый,б,2.65,1.77,1.25,52.8,1.12,41.6,0.98,38.5,22.8,15.7,1.2,,1.5,1.7,0.41,0.006,10,0.56,0.002
Шурф 1-3,Шурф 1,0.3,Суглинок тяжелый пылеватый твёрдый,б,2.65,1.77,1.25,52.9,1.12,41.7,0.99,38.5,22.8,15.7,1.2,,0.8,0.9,0.44,0.004,24,0.56,0.002
Шурф 2-1,Шурф 2,0.1,Суглинок твёрдый,б,2.65,1.84,1.37,48.4,0.94,34.6,0.98,39.6,23.8,15.8,0.68,,5.0,5.0,0.38,0.024,0,0.55,0.002
Шурф 2-1,Шурф 2,0.1,Суглинок твёрдый,б,2.65,1.8,1.31,50.5,1.02,37.3,0.97,39.6,23.8,15.8,0.85,,3.0,3.3,0.47,0.016,3,0.55,0.002
Шурф 2-1,Шурф 2,0.1,Суглинок твёрдый,б,2.65,1.79,1.28,51.7,1.07,39.9,0.99,39.6,23.8,15.8,1.02,,1.3,1.4,0.38,0.006,5,0.55,0.002
Шурф 2-1,Шурф 2,0.1,Суглинок твёрдый,б,2.65,1.76,1.24,53.1,1.13,41.7,0.97,39.6,23.8,15.8,1.13,,1.3,1.4,0.43,0.007,10,0.55,0.002
Шурф 2-1,Шурф 2,0.1,Суглинок твёрдый,б,2.65,1.76,1.23,53.5,1.15,42.9,0.99,39.6,23.8,15.8,1.21,,0.9,1.0,0.44,0.004,24,0.55,0.002
Шурф 2-2,Шурф 2,0.2,Суглинок твёрдый,б,,,,,,,,,,,,,,,,,0,,
Шурф 2-2,Шурф 2,0.2,Суглинок твёрдый,б,,,,,,,,,,,,,,,,,3,,
Шурф 2-2,Шурф 2,0.2,Суглинок твёрдый,б,,,,,,,,,,,,,,,,,5,,
Шурф 2-2,Шурф 2,0.2,Суглинок твёрдый,б,,,,,,,,,,,,,,,,,10,,
Шурф 2-2,Шурф 2,0.2,Суглинок твёрдый,б,,,,,,,,,,,,,,,,,24,,
Шурф 2-3,Шурф 2,0.3,Суглинок твёрдый,б,2.69,1.86,1.39,48.4,0.94,33.9,0.97,38.5,22.4,16.1,0.71,,5.7,5.7,0.38,0.022,0,0.6,0.002
Шурф 2-3,Шурф 2,0.3,Суглинок твёрдый,б,2.69,1.82,1.32,50.9,1.04,37.9,0.98,38.5,22.4,16.1,0.96,,2.8,2.9,0.41,0.014,3,0.6,0.002
